detail_item_id,detail_item,sub_type_id,sub_type,major_type_id,major_type,row_count
DT1385,이동식크레인,SB238,양중작업,MJ019,공통 일반,10
DT1386,타워크레인,SB238,양중작업,MJ019,공통 일반,10
DT1387,갠트리크레인,SB238,양중작업,MJ019,공통 일반,7
DT1388,호이스트,SB238,양중작업,MJ019,공통 일반,4
DT1389,체인블럭,SB238,양중작업,MJ019,공통 일반,6
DT1390,덤프트럭,SB239,하역운반작업,MJ019,공통 일반,5
DT1391,고소작업대,SB239,하역운반작업,MJ019,공통 일반,3
DT1392,고소작업차,SB239,하역운반작업,MJ019,공통 일반,6
DT1393,탑승용 윈치,SB239,하역운반작업,MJ019,공통 일반,2
DT1394,굴삭기,SB240,기초토공 작업,MJ019,공통 일반,6
DT1395,항타기,SB240,기초토공 작업,MJ019,공통 일반,5
DT1396,작업 준비,SB241,해상 장비 작업,MJ019,공통 일반,1
DT1397,장비 반입,SB241,해상 장비 작업,MJ019,공통 일반,2
DT1398,장비 점검,SB241,해상 장비 작업,MJ019,공통 일반,1
DT1399,장비 운영,SB241,해상 장비 작업,MJ019,공통 일반,4
DT1400,"장비 해체, 반출",SB241,해상 장비 작업,MJ019,공통 일반,1
DT1401,공기압축기,SB242,공기압축기,MJ019,공통 일반,7
DT1402,작업준비(작업승인),SB243,천정 속 작업,MJ019,공통 일반,1
DT1403,설계단계,SB243,천정 속 작업,MJ019,공통 일반,1
DT1404,천장 속 작업,SB243,천정 속 작업,MJ019,공통 일반,1
DT1405,중간 열린 개구부,SB243,천정 속 작업,MJ019,공통 일반,1
DT1406,개구부 주변작업,SB243,천정 속 작업,MJ019,공통 일반,1
DT1407,작업 전,SB244,밀폐공간 작업,MJ019,공통 일반,1
DT1408,작업 중,SB244,밀폐공간 작업,MJ019,공통 일반,1
DT1409,작업 후,SB244,밀폐공간 작업,MJ019,공통 일반,1
DT1410,개구부 주변작업,SB245,개구부 작업,MJ019,공통 일반,3
DT1411,장비 반입구 등 양중용 개구부,SB245,개구부 작업,MJ019,공통 일반,3
DT1412,"덕트, 배관 등 본시설 설치용 개구부",SB245,개구부 작업,MJ019,공통 일반,2
DT1413,작업준비,SB246,이동식 틀 비계,MJ019,공통 일반,3
DT1414,작업 중,SB246,이동식 틀 비계,MJ019,공통 일반,6
DT1415,배선 등 전압/전류 Test,SB247,전기활선 및 근접작업,MJ019,공통 일반,1
DT1416,"배선 및 설비 교체, 활선 근접 작업",SB247,전기활선 및 근접작업,MJ019,공통 일반,1
DT1417,충전부 인근 작업,SB247,전기활선 및 근접작업,MJ019,공통 일반,1
DT1418,고압선 인근 양중 및 장비작업,SB247,전기활선 및 근접작업,MJ019,공통 일반,1
DT1419,작업 전,SB248,"용접, 용단작업",MJ019,공통 일반,1
DT1420,작업 후,SB248,"용접, 용단작업",MJ019,공통 일반,1
DT1421,작업 준비,SB249,사다리,MJ019,공통 일반,2
DT1422,미세먼지,SB250,건강관리,MJ019,공통 일반,1
DT1423,혹서기,SB250,건강관리,MJ019,공통 일반,1
DT1424,자외선,SB250,건강관리,MJ019,공통 일반,1
DT1425,혹한기,SB250,건강관리,MJ019,공통 일반,1
DT1426,특별관리물질 취급,SB250,건강관리,MJ019,공통 일반,1
DT1427,잔여위험요소,SB251,설계 안전성 검토,MJ019,공통 일반,4
DT1428,중대재해,SB252,중대재해,MJ020,재해 사례,7
DT1429,일반재해,SB253,일반재해,MJ020,재해 사례,123
DT1430,아차사고,SB254,아차사고,MJ020,재해 사례,3
